dimension,cle,libelle,detail
PRS_PDS_QCP,34,EXCLUSION DES BENEFICIAIRES DE MOINS DE 16 ANS SANS MT DECLARE A LA DATE DES SOINS,
PRS_PDS_QCP,99,VALEUR INCONNUE,
PRS_PPU_SEC,1,PUBLIC,
PRS_PPU_SEC,2,PRIVE,
PRS_PPU_SEC,9,INCONNUE,
PRS_REM_TYP,0,PRESTATION DE REFERENCE,Part légale Assurance Maladie
PRS_REM_TYP,1,COMPLEMENT D ACTE,
PRS_REM_TYP,2,TICKET MODERATEUR HORS C2S,Prises en charge supplémentaires liées à des situations particulières des bénéficiaires
PRS_REM_TYP,3,SUPPLEMENT HORS ALSACE MOSELLE,
PRS_REM_TYP,4,SUPPLEMENT ALSACE MOSELLE,
PRS_REM_TYP,5,TICKET MODERATEUR  C2S,
PRS_REM_TYP,6,FORFAIT C2S,
PRS_REM_TYP,7,AME,
PRS_REM_TYP,10,Part oc ACS,
PRS_REM_TYP,11,PART SPECIFIQUE CRPCEN,
PRS_REM_TYP,12,PART SPECIFIQUE CANSSM,
PRS_REM_TYP,13,TICKET MODERATEUR MAYOTTE,
PRS_REM_TYP,99,VALEUR INCONNUE,
PSE_ACT_CAT,0,ETABLISSEMENT,
PSE_ACT_CAT,1,MEDECIN,
PSE_ACT_CAT,2,FOURNISSEUR,
PSE_ACT_CAT,3,LABORATOIRE,
PSE_ACT_CAT,4,DENTISTE (EX : SPECIALISTE O.D.F.),
PSE_ACT_CAT,5,SAGE-FEMME,
PSE_ACT_CAT,6,INFIRMIER,
PSE_ACT_CAT,7,MASSEUR,
PSE_ACT_CAT,8,PEDICURE-PODOLOGUE,
PSE_ACT_CAT,9,ORTHOPTISTE - ORTHOPHONISTE,
PSE_ACT_CAT,99,SANS OBJET,
PSE_ACT_SNDS,0,NON RENSEIGNE,
PSE_ACT_SNDS,19,CHIRURGIE DENTAIRE,
PSE_ACT_SNDS,21,SAGE-FEMME,
PSE_ACT_SNDS,23,ORTHOPTISTE - ORTHOPHONISTE INDIFFERENCIE,
PSE_ACT_SNDS,24,INFIRMIER,
PSE_ACT_SNDS,26,MASSEUR - KINESITHERAPEUTE,
PSE_ACT_SNDS,27,PEDICURE-PODOLOGUE,
PSE_ACT_SNDS,28,ORTHOPHONISTE,
PSE_ACT_SNDS,29,ORTHOPTISTE,
PSE_ACT_SNDS,30,LABORATOIRE,
PSE_ACT_SNDS,50,PHARMACIE,
PSE_ACT_SNDS,55,TRANSPORTEUR,
PSE_ACT_SNDS,60,FOURNISSEUR,
PSE_ACT_SNDS,90,ETABLISSEMENT DE SANTE,
PSE_ACT_SNDS,99,VALEUR INCONNUE,
PSE_SPE_SNDS,0,NON RENSEIGNE,
PSE_SPE_SNDS,1,MEDECINE GENERALE,
PSE_SPE_SNDS,2,ANESTHESIOLOGIE - REANIMATION,
PSE_SPE_SNDS,3,PATHOLOGIE CARDIO-VASCULAIRE,
PSE_SPE_SNDS,4,CHIRURGIE,
PSE_SPE_SNDS,5,DERMATOLOGIE ET VENEROLOGIE,
PSE_SPE_SNDS,6,RADIOLOGIE,
PSE_SPE_SNDS,7,GYNECOLOGIE OBSTETRIQUE,
PSE_SPE_SNDS,8,GASTRO-ENTEROLOGIE ET HEPATOLOGIE,
PSE_SPE_SNDS,9,MEDECINE INTERNE,
PSE_SPE_SNDS,11,OTO RHINO-LARYNGOLOGIE,
PSE_SPE_SNDS,12,PEDIATRIE,
PSE_SPE_SNDS,13,PNEUMOLOGIE,
PSE_SPE_SNDS,14,RHUMATOLOGIE,
PSE_SPE_SNDS,15,OPHTALMOLOGIE,
PSE_SPE_SNDS,18,STOMATOLOGIE,
PSE_SPE_SNDS,31,MEDECINE PHYSIQUE ET DE READAPTATION,
PSE_SPE_SNDS,32,NEUROLOGIE,
PSE_SPE_SNDS,33,PSYCHIATRIE,
PSE_SPE_SNDS,34,GERIATRIE,
PSE_SPE_SNDS,35,NEPHROLOGIE,
PSE_SPE_SNDS,36,CHIRURGIE DENTAIRE (SPECIALISTE O.D.F.),
PSE_SPE_SNDS,37,ANATOMIE-CYTOLOGIE-PATHOLOGIQUE,
PSE_SPE_SNDS,38,DIRECTEUR LABORATOIRE MEDECIN,
PSE_SPE_SNDS,42,ENDOCRINOLOGIE ET METABOLISMES,
PSE_SPE_SNDS,80,SANTE PUBLIQUE ET MEDECINE SOCIALE,
PSE_SPE_SNDS,99,VALEUR INCONNUE,
PSE_STJ_SNDS,1,PROFESSIONS LIBERALES,
PSE_STJ_SNDS,2,PRATICIENS EXERCANT A TITRE SALARIE,
PSE_STJ_SNDS,8,PRATICIENS FICTIFS,
PSE_STJ_SNDS,9,VALEUR INCONNUE,
PSP_ACT_CAT,0,ETABLISSEMENT,
PSP_ACT_CAT,1,MEDECIN,
PSP_ACT_CAT,2,FOURNISSEUR,
PSP_ACT_CAT,3,LABORATOIRE,
PSP_ACT_CAT,4,DENTISTE (EX : SPECIALISTE O.D.F.),
PSP_ACT_CAT,5,SAGE-FEMME,
PSP_ACT_CAT,6,INFIRMIER,
PSP_ACT_CAT,7,MASSEUR,
PSP_ACT_CAT,8,PEDICURE-PODOLOGUE,
PSP_ACT_CAT,9,ORTHOP ORTHOPHONISTE PSYCHOlOGUE ERGO PSYCHOMOT,
PSP_ACT_CAT,99,SANS OBJET,
PSP_ACT_SNDS,0,NON RENSEIGNE,
PSP_ACT_SNDS,19,CHIRURGIE DENTAIRE,
PSP_ACT_SNDS,21,SAGE-FEMME,
PSP_ACT_SNDS,24,INFIRMIER,
PSP_ACT_SNDS,26,MASSEUR - KINESITHERAPEUTE,
PSP_ACT_SNDS,27,PEDICURE-PODOLOGUE,
PSP_ACT_SNDS,28,ORTHOPHONISTE,
PSP_ACT_SNDS,29,ORTHOPTISTE,
PSP_ACT_SNDS,30,LABORATOIRE,
PSP_ACT_SNDS,50,PHARMACIE,
PSP_ACT_SNDS,55,TRANSPORTEUR,
PSP_ACT_SNDS,60,FOURNISSEUR,
PSP_ACT_SNDS,90,ETABLISSEMENT DE SANTE,
PSP_ACT_SNDS,99,VALEUR INCONNUE,
PSP_SPE_SNDS,0,NON RENSEIGNE,
PSP_SPE_SNDS,1,MEDECINE GENERALE,
PSP_SPE_SNDS,2,ANESTHESIOLOGIE - REANIMATION,
PSP_SPE_SNDS,3,PATHOLOGIE CARDIO-VASCULAIRE,
PSP_SPE_SNDS,4,CHIRURGIE,
PSP_SPE_SNDS,5,DERMATOLOGIE ET VENEROLOGIE,
PSP_SPE_SNDS,6,RADIOLOGIE,
PSP_SPE_SNDS,7,GYNECOLOGIE OBSTETRIQUE,
PSP_SPE_SNDS,8,GASTRO-ENTEROLOGIE ET HEPATOLOGIE,
PSP_SPE_SNDS,9,MEDECINE INTERNE,
PSP_SPE_SNDS,11,OTO RHINO-LARYNGOLOGIE,
PSP_SPE_SNDS,12,PEDIATRIE,
PSP_SPE_SNDS,13,PNEUMOLOGIE,
PSP_SPE_SNDS,14,RHUMATOLOGIE,
PSP_SPE_SNDS,15,OPHTALMOLOGIE,
PSP_SPE_SNDS,18,STOMATOLOGIE,
PSP_SPE_SNDS,31,MEDECINE PHYSIQUE ET DE READAPTATION,
PSP_SPE_SNDS,32,NEUROLOGIE,
PSP_SPE_SNDS,33,PSYCHIATRIE,
PSP_SPE_SNDS,34,GERIATRIE,
PSP_SPE_SNDS,35,NEPHROLOGIE,
PSP_SPE_SNDS,36,CHIRURGIE DENTAIRE (SPECIALISTE O.D.F.),
PSP_SPE_SNDS,37,ANATOMIE-CYTOLOGIE-PATHOLOGIQUE,
PSP_SPE_SNDS,38,DIRECTEUR LABORATOIRE MEDECIN,
PSP_SPE_SNDS,42,ENDOCRINOLOGIE ET METABOLISMES,
PSP_SPE_SNDS,80,SANTE PUBLIQUE ET MEDECINE SOCIALE,
PSP_SPE_SNDS,99,VALEUR INCONNUE,
PSP_STJ_SNDS,1,PROFESSIONS LIBERALES,
PSP_STJ_SNDS,2,PRATICIENS EXERCANT A TITRE SALARIE,
PSP_STJ_SNDS,8,PRATICIENS FICTIFS,
PSP_STJ_SNDS,9,VALEUR INCONNUE,
TOP_PS5_TRG,0,Type de Remboursement C2S/CMU C ou Prestations pour Information,
TOP_PS5_TRG,1,Hors Type de Remboursement C2S/CMU C et hors Prestations pour Information,
TOP_PS5_TRG,9,VALEUR INCONNUE,
