dimension,cle,libelle,detail,nb_val_jan24
PRS_NAT,9725,ACCUEIL JEUNE ENFANT (CRPCEN),CES,
PRS_NAT,9726,PRESTATIONS SUPPLÉMENTAIRES OPTIQUES CRPCEN,SOP,
PRS_NAT,9727,PRESTATIONS SUPPLÉMENTAIRES ACOUSTIQUES CRPCEN,SAU,
PRS_NAT,9728,AMELIORATION QUALITE VIE (CRPCEN),AAV,
PRS_NAT,9729,ACCUEIL JEUNE ENFANT - CRPCEN 1,DM1,
PRS_NAT,9730,ACCUEIL JEUNE ENFANT - CRPCEN 2,DM2,
PRS_NAT,9736,APUREMENT PRET,APP,
PRS_NAT,9801,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9804,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9805,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9806,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9807,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9808,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9809,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9811,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9812,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9814,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9815,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9817,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9819,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9820,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9821,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9822,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9823,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9824,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9826,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9827,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9828,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9829,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9830,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9831,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9832,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9836,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9837,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9838,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9839,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9840,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9841,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9842,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9843,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9844,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9845,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9846,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9847,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9848,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9850,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9851,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9854,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9855,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9856,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9857,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9858,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9859,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9861,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9865,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9866,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9868,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9869,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9870,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9871,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9872,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9873,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9874,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9875,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9876,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9877,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9878,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9879,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9880,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9881,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9882,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9883,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9884,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9885,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9886,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9887,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9888,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9889,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9891,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9892,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9893,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9895,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9896,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9897,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9898,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9899,CODES MIS A LA DISPOSITION DE LA SNCF,,
PRS_NAT,9901,TRANSPORT POUR PERSONNE ACCOMPAGNANTE (MILITAIRES),TRA,
PRS_PDS_QCP,21,TOLERANCE DEJA ENREGISTREE,,
PRS_PDS_QCP,99,VALEUR INCONNUE,,
PRS_REM_TYP,0,PRESTATION DE REFERENCE,Part légale Assurance Maladie,20374360
PRS_REM_TYP,1,COMPLEMENT D ACTE,,532651
PRS_REM_TYP,4,SUPPLEMENT ALSACE MOSELLE,,258873
PRS_REM_TYP,6,FORFAIT C2S,,34882
PRS_REM_TYP,11,PART SPECIFIQUE CRPCEN,,55837
PRS_REM_TYP,12,PART SPECIFIQUE CANSSM,,54357
PRS_REM_TYP,13,TICKET MODERATEUR MAYOTTE,,4757
PRS_REM_TYP,99,VALEUR INCONNUE,,15826621
PSE_ACT_CAT,0,ETABLISSEMENT,,6160514
PSE_ACT_CAT,1,MEDECIN,,6024672
PSE_ACT_CAT,2,FOURNISSEUR,,16096747
PSE_ACT_CAT,5,SAGE-FEMME,,120784
PSE_ACT_CAT,6,INFIRMIER,,3713152
PSE_ACT_CAT,8,PEDICURE-PODOLOGUE,,124188
PSE_ACT_CAT,9,ORTHOPTISTE - ORTHOPHONISTE,,355414
PSE_ACT_CAT,99,SANS OBJET,,541849
PSE_ACT_SNDS,19,CHIRURGIE DENTAIRE,,914134
PSE_ACT_SNDS,21,SAGE-FEMME,,219819
PSE_ACT_SNDS,24,INFIRMIER,,5044849
PSE_ACT_SNDS,26,MASSEUR - KINESITHERAPEUTE,,1775437
PSE_ACT_SNDS,27,PEDICURE-PODOLOGUE,,126288
PSE_ACT_SNDS,28,ORTHOPHONISTE,,220122
PSE_ACT_SNDS,29,ORTHOPTISTE,,229180
PSE_ACT_SNDS,50,PHARMACIE,,13693405
PSE_ACT_SNDS,55,TRANSPORTEUR,,894158
PSE_ACT_SNDS,60,FOURNISSEUR,,1607654
PSE_ACT_SNDS,99,VALEUR INCONNUE,,29382
PSE_SPE_SNDS,0,NON RENSEIGNE,,28939243
PSE_SPE_SNDS,1,MEDECINE GENERALE,,2770659
PSE_SPE_SNDS,2,ANESTHESIOLOGIE - REANIMATION,,443131
PSE_SPE_SNDS,3,PATHOLOGIE CARDIO-VASCULAIRE,,438230
PSE_SPE_SNDS,4,CHIRURGIE,,809383
PSE_SPE_SNDS,5,DERMATOLOGIE ET VENEROLOGIE,,325962
PSE_SPE_SNDS,7,GYNECOLOGIE OBSTETRIQUE,,509590
PSE_SPE_SNDS,9,MEDECINE INTERNE,,193165
PSE_SPE_SNDS,11,OTO RHINO-LARYNGOLOGIE,,335675
PSE_SPE_SNDS,12,PEDIATRIE,,200349
PSE_SPE_SNDS,14,RHUMATOLOGIE,,188577
PSE_SPE_SNDS,15,OPHTALMOLOGIE,,698829
PSE_SPE_SNDS,18,STOMATOLOGIE,,136970
PSE_SPE_SNDS,31,MEDECINE PHYSIQUE ET DE READAPTATION,,65728
PSE_SPE_SNDS,32,NEUROLOGIE,,179981
PSE_SPE_SNDS,33,PSYCHIATRIE,,384795
PSE_SPE_SNDS,34,GERIATRIE,,28185
PSE_SPE_SNDS,35,NEPHROLOGIE,,78268
PSE_SPE_SNDS,36,CHIRURGIE DENTAIRE (SPECIALISTE O.D.F.),,51544
PSE_SPE_SNDS,37,ANATOMIE-CYTOLOGIE-PATHOLOGIQUE,,174950
PSE_SPE_SNDS,38,DIRECTEUR LABORATOIRE MEDECIN,,40195
PSE_SPE_SNDS,42,ENDOCRINOLOGIE ET METABOLISMES,,157262
PSE_SPE_SNDS,80,SANTE PUBLIQUE ET MEDECINE SOCIALE,,1854
PSE_SPE_SNDS,99,VALEUR INCONNUE,,118
PSE_STJ_SNDS,1,PROFESSIONS LIBERALES,,28399022
PSE_STJ_SNDS,2,PRATICIENS EXERCANT A TITRE SALARIE,,5796497
PSE_STJ_SNDS,8,PRATICIENS FICTIFS,,18519
PSE_STJ_SNDS,9,VALEUR INCONNUE,,4544138
PSP_ACT_CAT,1,MEDECIN,,17484895
PSP_ACT_CAT,2,FOURNISSEUR,,202035
PSP_ACT_CAT,3,LABORATOIRE,,663
PSP_ACT_CAT,5,SAGE-FEMME,,277691
PSP_ACT_CAT,7,MASSEUR,,20332
PSP_ACT_CAT,9,ORTHOP ORTHOPHONISTE PSYCHOlOGUE ERGO PSYCHOMOT,,9656
PSP_ACT_CAT,99,SANS OBJET,,1779122
PSP_ACT_SNDS,19,CHIRURGIE DENTAIRE,,1082629
PSP_ACT_SNDS,21,SAGE-FEMME,,399848
PSP_ACT_SNDS,24,INFIRMIER,,279568
PSP_ACT_SNDS,27,PEDICURE-PODOLOGUE,,53826
PSP_ACT_SNDS,28,ORTHOPHONISTE,,1386
PSP_ACT_SNDS,29,ORTHOPTISTE,,8445
PSP_ACT_SNDS,30,LABORATOIRE,,1348
PSP_ACT_SNDS,50,PHARMACIE,,201149
PSP_ACT_SNDS,55,TRANSPORTEUR,,107
PSP_ACT_SNDS,60,FOURNISSEUR,,1716
PSP_ACT_SNDS,99,VALEUR INCONNUE,,3
PSP_SPE_SNDS,0,NON RENSEIGNE,,5929621
PSP_SPE_SNDS,2,ANESTHESIOLOGIE - REANIMATION,,590690
PSP_SPE_SNDS,3,PATHOLOGIE CARDIO-VASCULAIRE,,869215
PSP_SPE_SNDS,4,CHIRURGIE,,1955296
PSP_SPE_SNDS,5,DERMATOLOGIE ET VENEROLOGIE,,737145
PSP_SPE_SNDS,6,RADIOLOGIE,,1089990
PSP_SPE_SNDS,7,GYNECOLOGIE OBSTETRIQUE,,972817
PSP_SPE_SNDS,8,GASTRO-ENTEROLOGIE ET HEPATOLOGIE,,627270
PSP_SPE_SNDS,9,MEDECINE INTERNE,,677078
PSP_SPE_SNDS,11,OTO RHINO-LARYNGOLOGIE,,608357
PSP_SPE_SNDS,12,PEDIATRIE,,561147
PSP_SPE_SNDS,13,PNEUMOLOGIE,,709361
PSP_SPE_SNDS,14,RHUMATOLOGIE,,642722
PSP_SPE_SNDS,18,STOMATOLOGIE,,297798
PSP_SPE_SNDS,31,MEDECINE PHYSIQUE ET DE READAPTATION,,199613
PSP_SPE_SNDS,32,NEUROLOGIE,,506853
PSP_SPE_SNDS,33,PSYCHIATRIE,,1086697
PSP_SPE_SNDS,34,GERIATRIE,,173420
PSP_SPE_SNDS,37,ANATOMIE-CYTOLOGIE-PATHOLOGIQUE,,141883
PSP_SPE_SNDS,38,DIRECTEUR LABORATOIRE MEDECIN,,43787
PSP_SPE_SNDS,42,ENDOCRINOLOGIE ET METABOLISMES,,660042
PSP_SPE_SNDS,80,SANTE PUBLIQUE ET MEDECINE SOCIALE,,35778
PSP_SPE_SNDS,99,VALEUR INCONNUE,,1628
PRS_REM_TYP,2,TICKET MODERATEUR HORS C2S,Prises en charge supplémentaires liées à des situations particulières des bénéficiaires,53527
PRS_REM_TYP,5,TICKET MODERATEUR  C2S,,1562311
PSE_ACT_CAT,3,LABORATOIRE,,3267703
PSE_ACT_CAT,4,DENTISTE (EX : SPECIALISTE O.D.F.),,605992
PSE_ACT_SNDS,30,LABORATOIRE,,2436020
PSE_SPE_SNDS,6,RADIOLOGIE,,1139932
PSE_SPE_SNDS,8,GASTRO-ENTEROLOGIE ET HEPATOLOGIE,,254552
PSE_SPE_SNDS,13,PNEUMOLOGIE,,211049
PSP_ACT_CAT,0,ETABLISSEMENT,,17851024
PSP_ACT_CAT,6,INFIRMIER,,210253
PSP_ACT_CAT,8,PEDICURE-PODOLOGUE,,53058
PSP_ACT_SNDS,0,NON RENSEIGNE,,36705655
PSP_ACT_SNDS,26,MASSEUR - KINESITHERAPEUTE,,22496
PSP_SPE_SNDS,1,MEDECINE GENERALE,,17572888
PSP_SPE_SNDS,15,OPHTALMOLOGIE,,1696668
PSP_SPE_SNDS,36,CHIRURGIE DENTAIRE (SPECIALISTE O.D.F.),,66860
PSE_ACT_CAT,7,MASSEUR,,1747161
PSP_ACT_CAT,4,DENTISTE (EX : SPECIALISTE O.D.F.),,869447
PSP_SPE_SNDS,35,NEPHROLOGIE,,303552
PSE_ACT_SNDS,0,NON RENSEIGNE,,11567728
PRS_PPU_SEC,9,INCONNUE,,
PRS_REM_TYP,3,SUPPLEMENT HORS ALSACE MOSELLE,,
PRS_REM_TYP,7,AME,,
PRS_REM_TYP,10,Part oc ACS,,
PSE_ACT_SNDS,23,ORTHOPTISTE - ORTHOPHONISTE INDIFFERENCIE,,
PSE_ACT_SNDS,90,ETABLISSEMENT DE SANTE,,
PSP_ACT_SNDS,90,ETABLISSEMENT DE SANTE,,
PSP_STJ_SNDS,1,PROFESSIONS LIBERALES,,
PSP_STJ_SNDS,2,PRATICIENS EXERCANT A TITRE SALARIE,,
PSP_STJ_SNDS,8,PRATICIENS FICTIFS,,
PSP_STJ_SNDS,9,VALEUR INCONNUE,,
TOP_PS5_TRG,0,Type de Remboursement C2S/CMU C ou Prestations pour Information,,
TOP_PS5_TRG,1,Hors Type de Remboursement C2S/CMU C et hors Prestations pour Information,,
TOP_PS5_TRG,9,VALEUR INCONNUE,,
